Secteur,trimestre,code_region,code_dep,nombre_defaut
"Agriculture, sylviculture et p&#234;che",012018,93,083,5
"Agriculture, sylviculture et p&#234;che",012018,93,084,3
"Agriculture, sylviculture et p&#234;che",012018,94,2B,2
"Agriculture, sylviculture et p&#234;che",012019,01,971,2
"Agriculture, sylviculture et p&#234;che",012019,02,972,2
"Agriculture, sylviculture et p&#234;che",012019,03,973,1
"Agriculture, sylviculture et p&#234;che",012019,04,974,3
"Agriculture, sylviculture et p&#234;che",012019,11,075,1
"Agriculture, sylviculture et p&#234;che",012019,11,077,1
"Agriculture, sylviculture et p&#234;che",012019,11,078,1
"Agriculture, sylviculture et p&#234;che",012019,24,018,2
"Agriculture, sylviculture et p&#234;che",012019,24,028,6
"Agriculture, sylviculture et p&#234;che",012019,24,036,1
"Agriculture, sylviculture et p&#234;che",012019,24,041,3
"Agriculture, sylviculture et p&#234;che",012019,24,045,1
"Agriculture, sylviculture et p&#234;che",012019,27,021,2
"Agriculture, sylviculture et p&#234;che",012019,27,058,3
"Agriculture, sylviculture et p&#234;che",012019,27,070,2
"Agriculture, sylviculture et p&#234;che",012019,27,071,7
"Agriculture, sylviculture et p&#234;che",012019,27,089,1
"Agriculture, sylviculture et p&#234;che",012019,28,014,6
"Agriculture, sylviculture et p&#234;che",012019,28,050,3
"Agriculture, sylviculture et p&#234;che",012019,28,061,2
"Agriculture, sylviculture et p&#234;che",012019,28,076,2
"Agriculture, sylviculture et p&#234;che",012019,32,002,2
"Agriculture, sylviculture et p&#234;che",012019,32,059,2
"Agriculture, sylviculture et p&#234;che",012019,44,010,3
"Agriculture, sylviculture et p&#234;che",012019,44,051,6
"Agriculture, sylviculture et p&#234;che",012019,44,052,1
"Agriculture, sylviculture et p&#234;che",012019,44,054,3
"Agriculture, sylviculture et p&#234;che",012019,44,055,3
"Agriculture, sylviculture et p&#234;che",012019,44,057,1
"Agriculture, sylviculture et p&#234;che",012019,44,067,4
"Agriculture, sylviculture et p&#234;che",012019,44,068,2
"Agriculture, sylviculture et p&#234;che",012019,44,088,2
"Agriculture, sylviculture et p&#234;che",012019,52,044,4
"Agriculture, sylviculture et p&#234;che",012019,52,049,2
"Agriculture, sylviculture et p&#234;che",012019,52,053,6
"Agriculture, sylviculture et p&#234;che",012019,52,072,2
"Agriculture, sylviculture et p&#234;che",012019,52,085,12
"Agriculture, sylviculture et p&#234;che",012019,53,022,10
"Agriculture, sylviculture et p&#234;che",012019,53,029,6
"Agriculture, sylviculture et p&#234;che",012019,53,035,3
"Agriculture, sylviculture et p&#234;che",012019,53,056,6
"Agriculture, sylviculture et p&#234;che",012019,75,016,2
"Agriculture, sylviculture et p&#234;che",012019,75,017,2
"Agriculture, sylviculture et p&#234;che",012019,75,019,4
"Agriculture, sylviculture et p&#234;che",012019,75,023,2
"Agriculture, sylviculture et p&#234;che",012019,75,024,5
"Agriculture, sylviculture et p&#234;che",012019,75,033,10
"Agriculture, sylviculture et p&#234;che",012019,75,040,6
"Agriculture, sylviculture et p&#234;che",012019,75,047,2
"Agriculture, sylviculture et p&#234;che",012019,75,064,5
"Agriculture, sylviculture et p&#234;che",012019,75,079,1
"Agriculture, sylviculture et p&#234;che",012019,75,086,1
"Agriculture, sylviculture et p&#234;che",012019,75,087,4
"Agriculture, sylviculture et p&#234;che",012019,76,011,4
"Agriculture, sylviculture et p&#234;che",012019,76,030,4
"Agriculture, sylviculture et p&#234;che",012019,76,032,2
"Agriculture, sylviculture et p&#234;che",012019,76,034,10
"Agriculture, sylviculture et p&#234;che",012019,76,046,1
"Agriculture, sylviculture et p&#234;che",012019,76,065,1
"Agriculture, sylviculture et p&#234;che",012019,76,066,2
"Agriculture, sylviculture et p&#234;che",012019,76,081,2
"Agriculture, sylviculture et p&#234;che",012019,76,082,5
"Agriculture, sylviculture et p&#234;che",012019,84,001,2
"Agriculture, sylviculture et p&#234;che",012019,84,026,1
"Agriculture, sylviculture et p&#234;che",012019,84,038,3
"Agriculture, sylviculture et p&#234;che",012019,84,043,1
"Agriculture, sylviculture et p&#234;che",012019,84,063,1
"Agriculture, sylviculture et p&#234;che",012019,84,069,2
"Agriculture, sylviculture et p&#234;che",012019,93,006,1
"Agriculture, sylviculture et p&#234;che",012019,93,013,6
"Agriculture, sylviculture et p&#234;che",012019,93,083,3
"Agriculture, sylviculture et p&#234;che",012019,93,084,3
"Agriculture, sylviculture et p&#234;che",012020,02,972,1
"Agriculture, sylviculture et p&#234;che",012020,04,974,3
"Agriculture, sylviculture et p&#234;che",012020,11,077,1
"Agriculture, sylviculture et p&#234;che",012020,11,078,1
"Agriculture, sylviculture et p&#234;che",012020,11,093,2
"Agriculture, sylviculture et p&#234;che",012020,11,094,1
"Agriculture, sylviculture et p&#234;che",012020,24,018,3
"Agriculture, sylviculture et p&#234;che",012020,24,028,6
"Agriculture, sylviculture et p&#234;che",012020,24,037,4
"Agriculture, sylviculture et p&#234;che",012020,24,041,2
"Agriculture, sylviculture et p&#234;che",012020,24,045,1
"Agriculture, sylviculture et p&#234;che",012020,27,021,4
"Agriculture, sylviculture et p&#234;che",012020,27,025,1
"Agriculture, sylviculture et p&#234;che",012020,27,070,1
"Agriculture, sylviculture et p&#234;che",012020,27,071,3
"Agriculture, sylviculture et p&#234;che",012020,27,089,1
"Agriculture, sylviculture et p&#234;che",012020,28,014,3
"Agriculture, sylviculture et p&#234;che",012020,28,050,7
"Agriculture, sylviculture et p&#234;che",012020,28,061,5
"Agriculture, sylviculture et p&#234;che",012020,28,076,1
"Agriculture, sylviculture et p&#234;che",012020,32,002,2
"Agriculture, sylviculture et p&#234;che",012020,32,059,1
"Agriculture, sylviculture et p&#234;che",012020,32,060,2
"Agriculture, sylviculture et p&#234;che",012020,32,062,2
"Agriculture, sylviculture et p&#234;che",012020,44,051,3
"Agriculture, sylviculture et p&#234;che",012020,44,054,3
"Agriculture, sylviculture et p&#234;che",012020,44,055,1
"Agriculture, sylviculture et p&#234;che",012020,44,057,1
"Agriculture, sylviculture et p&#234;che",012020,44,067,3
"Agriculture, sylviculture et p&#234;che",012020,52,044,5
"Agriculture, sylviculture et p&#234;che",012020,52,049,5
"Agriculture, sylviculture et p&#234;che",012020,52,085,4
"Agriculture, sylviculture et p&#234;che",012020,53,022,4
"Agriculture, sylviculture et p&#234;che",012020,53,029,4
"Agriculture, sylviculture et p&#234;che",012020,53,056,7
"Agriculture, sylviculture et p&#234;che",012020,75,017,1
"Agriculture, sylviculture et p&#234;che",012020,75,019,2
"Agriculture, sylviculture et p&#234;che",012020,75,023,1
"Agriculture, sylviculture et p&#234;che",012020,75,024,2
"Agriculture, sylviculture et p&#234;che",012020,75,033,9
"Agriculture, sylviculture et p&#234;che",012020,75,040,4
"Agriculture, sylviculture et p&#234;che",012020,75,047,3
"Agriculture, sylviculture et p&#234;che",012020,75,064,1
"Agriculture, sylviculture et p&#234;che",012020,75,079,3
"Agriculture, sylviculture et p&#234;che",012020,75,086,1
"Agriculture, sylviculture et p&#234;che",012020,75,087,2
"Agriculture, sylviculture et p&#234;che",012020,76,011,1
"Agriculture, sylviculture et p&#234;che",012020,76,030,2
"Agriculture, sylviculture et p&#234;che",012020,76,032,7
"Agriculture, sylviculture et p&#234;che",012020,76,034,4
"Agriculture, sylviculture et p&#234;che",012020,76,048,1
"Agriculture, sylviculture et p&#234;che",012020,76,065,3
"Agriculture, sylviculture et p&#234;che",012020,76,066,1
"Agriculture, sylviculture et p&#234;che",012020,76,081,3
"Agriculture, sylviculture et p&#234;che",012020,76,082,4
"Agriculture, sylviculture et p&#234;che",012020,84,001,5
"Agriculture, sylviculture et p&#234;che",012020,84,003,2
"Agriculture, sylviculture et p&#234;che",012020,84,026,1
"Agriculture, sylviculture et p&#234;che",012020,84,043,1
"Agriculture, sylviculture et p&#234;che",012020,84,069,2
"Agriculture, sylviculture et p&#234;che",012020,84,073,1
"Agriculture, sylviculture et p&#234;che",012020,93,006,2
"Agriculture, sylviculture et p&#234;che",012020,93,013,7
"Agriculture, sylviculture et p&#234;che",012020,93,083,4
"Agriculture, sylviculture et p&#234;che",012020,93,084,1
"Agriculture, sylviculture et p&#234;che",012020,94,2A,1
"Agriculture, sylviculture et p&#234;che",012021,02,972,1
"Agriculture, sylviculture et p&#234;che",012021,03,973,1
"Agriculture, sylviculture et p&#234;che",012021,04,974,5
"Agriculture, sylviculture et p&#234;che",012021,11,075,2
"Agriculture, sylviculture et p&#234;che",012021,11,077,2
"Agriculture, sylviculture et p&#234;che",012021,11,093,1
"Agriculture, sylviculture et p&#234;che",012021,24,018,2
"Agriculture, sylviculture et p&#234;che",012021,24,036,1
"Agriculture, sylviculture et p&#234;che",012021,24,037,2
"Agriculture, sylviculture et p&#234;che",012021,24,041,2
"Agriculture, sylviculture et p&#234;che",012021,24,045,2
"Agriculture, sylviculture et p&#234;che",012021,27,021,1
"Agriculture, sylviculture et p&#234;che",012021,27,039,1
"Agriculture, sylviculture et p&#234;che",012021,27,058,1
"Agriculture, sylviculture et p&#234;che",012021,27,070,1
"Agriculture, sylviculture et p&#234;che",012021,27,071,6
"Agriculture, sylviculture et p&#234;che",012021,28,014,1
"Agriculture, sylviculture et p&#234;che",012021,28,027,4
"Agriculture, sylviculture et p&#234;che",012021,28,050,1
"Agriculture, sylviculture et p&#234;che",012021,28,061,3
"Agriculture, sylviculture et p&#234;che",012021,28,076,4
"Agriculture, sylviculture et p&#234;che",012021,32,002,2
"Agriculture, sylviculture et p&#234;che",012021,32,059,2
"Agriculture, sylviculture et p&#234;che",012021,32,060,1
"Agriculture, sylviculture et p&#234;che",012021,32,062,3
"Agriculture, sylviculture et p&#234;che",012021,44,008,2
"Agriculture, sylviculture et p&#234;che",012021,44,010,1
"Agriculture, sylviculture et p&#234;che",012021,44,051,3
"Agriculture, sylviculture et p&#234;che",012021,44,052,2
"Agriculture, sylviculture et p&#234;che",012021,44,054,2
"Agriculture, sylviculture et p&#234;che",012021,44,067,2
"Agriculture, sylviculture et p&#234;che",012021,44,088,3
"Agriculture, sylviculture et p&#234;che",012021,52,044,4
"Agriculture, sylviculture et p&#234;che",012021,52,049,6
"Agriculture, sylviculture et p&#234;che",012021,52,053,4
"Agriculture, sylviculture et p&#234;che",012021,52,085,6
"Agriculture, sylviculture et p&#234;che",012021,53,022,6
"Agriculture, sylviculture et p&#234;che",012021,53,029,4
"Agriculture, sylviculture et p&#234;che",012021,53,035,4
"Agriculture, sylviculture et p&#234;che",012021,53,056,6
"Agriculture, sylviculture et p&#234;che",012021,75,016,2
"Agriculture, sylviculture et p&#234;che",012021,75,017,3
"Agriculture, sylviculture et p&#234;che",012021,75,019,2
"Agriculture, sylviculture et p&#234;che",012021,75,023,3
"Agriculture, sylviculture et p&#234;che",012021,75,024,1
"Agriculture, sylviculture et p&#234;che",012021,75,033,8
"Agriculture, sylviculture et p&#234;che",012021,75,040,6
"Agriculture, sylviculture et p&#234;che",012021,75,047,2
"Agriculture, sylviculture et p&#234;che",012021,75,064,7
"Agriculture, sylviculture et p&#234;che",012021,75,086,2
"Agriculture, sylviculture et p&#234;che",012021,75,087,1
"Agriculture, sylviculture et p&#234;che",012021,76,009,1
"Agriculture, sylviculture et p&#234;che",012021,76,011,1
"Agriculture, sylviculture et p&#234;che",012021,76,031,1
"Agriculture, sylviculture et p&#234;che",012021,76,032,2
"Agriculture, sylviculture et p&#234;che",012021,76,034,6
"Agriculture, sylviculture et p&#234;che",012021,76,048,2
"Agriculture, sylviculture et p&#234;che",012021,84,001,1
"Agriculture, sylviculture et p&#234;che",012021,84,003,2
"Agriculture, sylviculture et p&#234;che",012021,84,015,1
"Agriculture, sylviculture et p&#234;che",012021,84,026,3
"Agriculture, sylviculture et p&#234;che",012021,84,038,4
"Agriculture, sylviculture et p&#234;che",012021,84,069,2
"Agriculture, sylviculture et p&#234;che",012021,84,073,1
"Agriculture, sylviculture et p&#234;che",012021,93,004,1
"Agriculture, sylviculture et p&#234;che",012021,93,013,4
"Agriculture, sylviculture et p&#234;che",012021,93,083,2
"Agriculture, sylviculture et p&#234;che",012021,93,084,5
"Agriculture, sylviculture et p&#234;che",012021,94,2A,1
"Agriculture, sylviculture et p&#234;che",012022,02,972,3
"Agriculture, sylviculture et p&#234;che",012022,04,974,4
"Agriculture, sylviculture et p&#234;che",012022,11,077,2
"Agriculture, sylviculture et p&#234;che",012022,11,078,1
"Agriculture, sylviculture et p&#234;che",012022,11,092,1
"Agriculture, sylviculture et p&#234;che",012022,11,093,3
"Agriculture, sylviculture et p&#234;che",012022,24,018,4
"Agriculture, sylviculture et p&#234;che",012022,24,037,2
"Agriculture, sylviculture et p&#234;che",012022,24,041,4
"Agriculture, sylviculture et p&#234;che",012022,27,021,1
"Agriculture, sylviculture et p&#234;che",012022,27,039,1
"Agriculture, sylviculture et p&#234;che",012022,27,058,3
"Agriculture, sylviculture et p&#234;che",012022,27,070,1
"Agriculture, sylviculture et p&#234;che",012022,27,071,3
"Agriculture, sylviculture et p&#234;che",012022,27,089,1
"Agriculture, sylviculture et p&#234;che",012022,28,014,2
"Agriculture, sylviculture et p&#234;che",012022,28,027,4
"Agriculture, sylviculture et p&#234;che",012022,28,050,6
"Agriculture, sylviculture et p&#234;che",012022,28,061,6
"Agriculture, sylviculture et p&#234;che",012022,32,002,2
"Agriculture, sylviculture et p&#234;che",012022,32,059,3
"Agriculture, sylviculture et p&#234;che",012022,32,060,1
"Agriculture, sylviculture et p&#234;che",012022,32,062,3
"Agriculture, sylviculture et p&#234;che",012022,32,080,1
"Agriculture, sylviculture et p&#234;che",012022,44,051,6
"Agriculture, sylviculture et p&#234;che",012022,44,052,2
"Agriculture, sylviculture et p&#234;che",012022,44,054,1
"Agriculture, sylviculture et p&#234;che",012022,44,088,1
"Agriculture, sylviculture et p&#234;che",012022,52,044,2
"Agriculture, sylviculture et p&#234;che",012022,52,049,1
"Agriculture, sylviculture et p&#234;che",012022,52,053,2
"Agriculture, sylviculture et p&#234;che",012022,52,072,4
"Agriculture, sylviculture et p&#234;che",012022,52,085,5
"Agriculture, sylviculture et p&#234;che",012022,53,022,9
"Agriculture, sylviculture et p&#234;che",012022,53,029,6
"Agriculture, sylviculture et p&#234;che",012022,53,035,4
"Agriculture, sylviculture et p&#234;che",012022,53,056,5
"Agriculture, sylviculture et p&#234;che",012022,75,016,3
"Agriculture, sylviculture et p&#234;che",012022,75,017,3
"Agriculture, sylviculture et p&#234;che",012022,75,019,1
"Agriculture, sylviculture et p&#234;che",012022,75,023,1
"Agriculture, sylviculture et p&#234;che",012022,75,033,6
"Agriculture, sylviculture et p&#234;che",012022,75,040,5
"Agriculture, sylviculture et p&#234;che",012022,75,047,5
"Agriculture, sylviculture et p&#234;che",012022,75,064,4
"Agriculture, sylviculture et p&#234;che",012022,75,079,3
"Agriculture, sylviculture et p&#234;che",012022,75,086,2
"Agriculture, sylviculture et p&#234;che",012022,75,087,3
"Agriculture, sylviculture et p&#234;che",012022,76,009,1
"Agriculture, sylviculture et p&#234;che",012022,76,011,3
"Agriculture, sylviculture et p&#234;che",012022,76,012,1
"Agriculture, sylviculture et p&#234;che",012022,76,030,6
"Agriculture, sylviculture et p&#234;che",012022,76,032,3
"Agriculture, sylviculture et p&#234;che",012022,76,034,4
"Agriculture, sylviculture et p&#234;che",012022,76,065,1
"Agriculture, sylviculture et p&#234;che",012022,76,081,1
"Agriculture, sylviculture et p&#234;che",012022,76,082,2
"Agriculture, sylviculture et p&#234;che",012022,84,015,2
"Agriculture, sylviculture et p&#234;che",012022,84,026,1
"Agriculture, sylviculture et p&#234;che",012022,84,038,4
"Agriculture, sylviculture et p&#234;che",012022,84,063,3
"Agriculture, sylviculture et p&#234;che",012022,84,069,2
"Agriculture, sylviculture et p&#234;che",012022,84,074,3
"Agriculture, sylviculture et p&#234;che",012022,93,005,1
"Agriculture, sylviculture et p&#234;che",012022,93,013,5
"Agriculture, sylviculture et p&#234;che",012022,93,083,1
"Agriculture, sylviculture et p&#234;che",012022,93,084,2
"Agriculture, sylviculture et p&#234;che",012022,94,2A,1
"Agriculture, sylviculture et p&#234;che",012023,03,973,2
"Agriculture, sylviculture et p&#234;che",012023,04,974,1
"Agriculture, sylviculture et p&#234;che",012023,11,077,1
"Agriculture, sylviculture et p&#234;che",012023,11,078,2
"Agriculture, sylviculture et p&#234;che",012023,11,093,3
"Agriculture, sylviculture et p&#234;che",012023,24,018,2
"Agriculture, sylviculture et p&#234;che",012023,24,028,1
"Agriculture, sylviculture et p&#234;che",012023,24,037,4
"Agriculture, sylviculture et p&#234;che",012023,24,041,6
"Agriculture, sylviculture et p&#234;che",012023,24,045,3
"Agriculture, sylviculture et p&#234;che",012023,27,021,3
"Agriculture, sylviculture et p&#234;che",012023,27,025,1
"Agriculture, sylviculture et p&#234;che",012023,27,039,1
"Agriculture, sylviculture et p&#234;che",012023,27,058,1
"Agriculture, sylviculture et p&#234;che",012023,27,070,3
"Agriculture, sylviculture et p&#234;che",012023,27,071,4
"Agriculture, sylviculture et p&#234;che",012023,27,089,1
"Agriculture, sylviculture et p&#234;che",012023,27,090,1
"Agriculture, sylviculture et p&#234;che",012023,28,014,1
"Agriculture, sylviculture et p&#234;che",012023,28,027,4
"Agriculture, sylviculture et p&#234;che",012023,28,050,1
"Agriculture, sylviculture et p&#234;che",012023,28,061,3
"Agriculture, sylviculture et p&#234;che",012023,28,076,2
"Agriculture, sylviculture et p&#234;che",012023,32,002,1
"Agriculture, sylviculture et p&#234;che",012023,32,059,4
"Agriculture, sylviculture et p&#234;che",012023,32,060,1
"Agriculture, sylviculture et p&#234;che",012023,32,062,1
"Agriculture, sylviculture et p&#234;che",012023,44,010,2
"Agriculture, sylviculture et p&#234;che",012023,44,051,5
"Agriculture, sylviculture et p&#234;che",012023,44,052,1
"Agriculture, sylviculture et p&#234;che",012023,44,054,3
"Agriculture, sylviculture et p&#234;che",012023,44,055,1
"Agriculture, sylviculture et p&#234;che",012023,44,057,1
"Agriculture, sylviculture et p&#234;che",012023,44,067,1
"Agriculture, sylviculture et p&#234;che",012023,52,044,1
"Agriculture, sylviculture et p&#234;che",012023,52,049,3
"Agriculture, sylviculture et p&#234;che",012023,52,053,1
"Agriculture, sylviculture et p&#234;che",012023,52,072,2
"Agriculture, sylviculture et p&#234;che",012023,52,085,1
"Agriculture, sylviculture et p&#234;che",012023,53,022,8
"Agriculture, sylviculture et p&#234;che",012023,53,029,11
"Agriculture, sylviculture et p&#234;che",012023,53,035,1
"Agriculture, sylviculture et p&#234;che",012023,53,056,1
"Agriculture, sylviculture et p&#234;che",012023,75,017,3
"Agriculture, sylviculture et p&#234;che",012023,75,019,4
"Agriculture, sylviculture et p&#234;che",012023,75,023,2
"Agriculture, sylviculture et p&#234;che",012023,75,024,11
"Agriculture, sylviculture et p&#234;che",012023,75,033,15
"Agriculture, sylviculture et p&#234;che",012023,75,040,5
"Agriculture, sylviculture et p&#234;che",012023,75,047,5
"Agriculture, sylviculture et p&#234;che",012023,75,064,3
"Agriculture, sylviculture et p&#234;che",012023,75,079,1
"Agriculture, sylviculture et p&#234;che",012023,75,086,1
"Agriculture, sylviculture et p&#234;che",012023,75,087,6
"Agriculture, sylviculture et p&#234;che",012023,76,011,1
"Agriculture, sylviculture et p&#234;che",012023,76,031,3
"Agriculture, sylviculture et p&#234;che",012023,76,032,1
"Agriculture, sylviculture et p&#234;che",012023,76,034,4
"Agriculture, sylviculture et p&#234;che",012023,76,046,3
"Agriculture, sylviculture et p&#234;che",012023,76,065,1
"Agriculture, sylviculture et p&#234;che",012023,76,082,1
"Agriculture, sylviculture et p&#234;che",012023,84,001,2
"Agriculture, sylviculture et p&#234;che",012023,84,003,1
"Agriculture, sylviculture et p&#234;che",012023,84,007,4
"Agriculture, sylviculture et p&#234;che",012023,84,015,1
"Agriculture, sylviculture et p&#234;che",012023,84,026,2
"Agriculture, sylviculture et p&#234;che",012023,84,038,1
"Agriculture, sylviculture et p&#234;che",012023,84,042,1
"Agriculture, sylviculture et p&#234;che",012023,84,063,3
"Agriculture, sylviculture et p&#234;che",012023,84,074,1
"Agriculture, sylviculture et p&#234;che",012023,93,004,1
"Agriculture, sylviculture et p&#234;che",012023,93,013,8
"Agriculture, sylviculture et p&#234;che",012023,93,083,2
"Agriculture, sylviculture et p&#234;che",012023,93,084,4
"Agriculture, sylviculture et p&#234;che",012023,94,2B,2
"Agriculture, sylviculture et p&#234;che",022017,01,971,2
"Agriculture, sylviculture et p&#234;che",022017,02,972,1
"Agriculture, sylviculture et p&#234;che",022017,03,973,1
"Agriculture, sylviculture et p&#234;che",022017,04,974,1
"Agriculture, sylviculture et p&#234;che",022017,11,077,1
"Agriculture, sylviculture et p&#234;che",022017,11,093,1
"Agriculture, sylviculture et p&#234;che",022017,11,095,2
"Agriculture, sylviculture et p&#234;che",022017,24,028,6
"Agriculture, sylviculture et p&#234;che",022017,24,036,3
"Agriculture, sylviculture et p&#234;che",022017,24,045,6
"Agriculture, sylviculture et p&#234;che",022017,27,021,2
"Agriculture, sylviculture et p&#234;che",022017,27,039,2
"Agriculture, sylviculture et p&#234;che",022017,27,058,6
"Agriculture, sylviculture et p&#234;che",022017,27,070,2
"Agriculture, sylviculture et p&#234;che",022017,27,071,2
"Agriculture, sylviculture et p&#234;che",022017,27,089,2
"Agriculture, sylviculture et p&#234;che",022017,28,014,7
"Agriculture, sylviculture et p&#234;che",022017,28,027,2
"Agriculture, sylviculture et p&#234;che",022017,28,050,1
"Agriculture, sylviculture et p&#234;che",022017,28,061,3
"Agriculture, sylviculture et p&#234;che",022017,28,076,3
"Agriculture, sylviculture et p&#234;che",022017,32,002,7
"Agriculture, sylviculture et p&#234;che",022017,32,059,3
"Agriculture, sylviculture et p&#234;che",022017,32,060,3
"Agriculture, sylviculture et p&#234;che",022017,32,080,1
"Agriculture, sylviculture et p&#234;che",022017,44,008,1
"Agriculture, sylviculture et p&#234;che",022017,44,010,1
"Agriculture, sylviculture et p&#234;che",022017,44,051,8
"Agriculture, sylviculture et p&#234;che",022017,44,052,2
"Agriculture, sylviculture et p&#234;che",022017,44,054,3
"Agriculture, sylviculture et p&#234;che",022017,44,055,2
"Agriculture, sylviculture et p&#234;che",022017,44,057,2
"Agriculture, sylviculture et p&#234;che",022017,44,067,3
"Agriculture, sylviculture et p&#234;che",022017,44,088,1
"Agriculture, sylviculture et p&#234;che",022017,52,044,2
"Agriculture, sylviculture et p&#234;che",022017,52,049,8
"Agriculture, sylviculture et p&#234;che",022017,52,053,2
"Agriculture, sylviculture et p&#234;che",022017,52,072,9
"Agriculture, sylviculture et p&#234;che",022017,52,085,9
"Agriculture, sylviculture et p&#234;che",022017,53,022,16
"Agriculture, sylviculture et p&#234;che",022017,53,029,8
"Agriculture, sylviculture et p&#234;che",022017,53,035,7
"Agriculture, sylviculture et p&#234;che",022017,53,056,2
"Agriculture, sylviculture et p&#234;che",022017,75,017,2
"Agriculture, sylviculture et p&#234;che",022017,75,019,4
"Agriculture, sylviculture et p&#234;che",022017,75,023,3
"Agriculture, sylviculture et p&#234;che",022017,75,024,6
"Agriculture, sylviculture et p&#234;che",022017,75,033,4
"Agriculture, sylviculture et p&#234;che",022017,75,040,2
"Agriculture, sylviculture et p&#234;che",022017,75,047,2
"Agriculture, sylviculture et p&#234;che",022017,75,064,3
"Agriculture, sylviculture et p&#234;che",022017,75,079,2
"Agriculture, sylviculture et p&#234;che",022017,75,086,2
"Agriculture, sylviculture et p&#234;che",022017,75,087,2
"Agriculture, sylviculture et p&#234;che",022017,76,011,2
"Agriculture, sylviculture et p&#234;che",022017,76,030,9
"Agriculture, sylviculture et p&#234;che",022017,76,031,2
"Agriculture, sylviculture et p&#234;che",022017,76,032,4
"Agriculture, sylviculture et p&#234;che",022017,76,034,7
"Agriculture, sylviculture et p&#234;che",022017,76,046,4
"Agriculture, sylviculture et p&#234;che",022017,76,065,2
"Agriculture, sylviculture et p&#234;che",022017,76,066,3
"Agriculture, sylviculture et p&#234;che",022017,76,081,2
"Agriculture, sylviculture et p&#234;che",022017,76,082,9
"Agriculture, sylviculture et p&#234;che",022017,84,001,2
"Agriculture, sylviculture et p&#234;che",022017,84,003,2
"Agriculture, sylviculture et p&#234;che",022017,84,015,2
"Agriculture, sylviculture et p&#234;che",022017,84,026,1
"Agriculture, sylviculture et p&#234;che",022017,84,038,3
"Agriculture, sylviculture et p&#234;che",022017,84,042,3
"Agriculture, sylviculture et p&#234;che",022017,84,043,4
"Agriculture, sylviculture et p&#234;che",022017,84,063,1
"Agriculture, sylviculture et p&#234;che",022017,84,069,2
"Agriculture, sylviculture et p&#234;che",022017,93,004,1
"Agriculture, sylviculture et p&#234;che",022017,93,013,4
"Agriculture, sylviculture et p&#234;che",022017,93,083,7
"Agriculture, sylviculture et p&#234;che",022017,93,084,2
"Agriculture, sylviculture et p&#234;che",022017,94,2A,1
"Agriculture, sylviculture et p&#234;che",022018,02,972,1
"Agriculture, sylviculture et p&#234;che",022018,04,974,2
"Agriculture, sylviculture et p&#234;che",022018,11,078,1
"Agriculture, sylviculture et p&#234;che",022018,24,018,2
"Agriculture, sylviculture et p&#234;che",022018,24,028,1
"Agriculture, sylviculture et p&#234;che",022018,24,036,4
"Agriculture, sylviculture et p&#234;che",022018,24,037,1
"Agriculture, sylviculture et p&#234;che",022018,24,041,5
"Agriculture, sylviculture et p&#234;che",022018,24,045,3
"Agriculture, sylviculture et p&#234;che",022018,27,021,2
"Agriculture, sylviculture et p&#234;che",022018,27,039,1
"Agriculture, sylviculture et p&#234;che",022018,27,058,7
"Agriculture, sylviculture et p&#234;che",022018,27,070,2
"Agriculture, sylviculture et p&#234;che",022018,27,071,3
"Agriculture, sylviculture et p&#234;che",022018,27,089,3
"Agriculture, sylviculture et p&#234;che",022018,28,014,4
"Agriculture, sylviculture et p&#234;che",022018,28,027,2
"Agriculture, sylviculture et p&#234;che",022018,28,061,1
"Agriculture, sylviculture et p&#234;che",022018,28,076,2
"Agriculture, sylviculture et p&#234;che",022018,32,002,3
"Agriculture, sylviculture et p&#234;che",022018,32,059,3
"Agriculture, sylviculture et p&#234;che",022018,32,062,4
"Agriculture, sylviculture et p&#234;che",022018,32,080,1
"Agriculture, sylviculture et p&#234;che",022018,44,010,1
"Agriculture, sylviculture et p&#234;che",022018,44,051,3
"Agriculture, sylviculture et p&#234;che",022018,44,052,1
"Agriculture, sylviculture et p&#234;che",022018,44,054,3
"Agriculture, sylviculture et p&#234;che",022018,44,055,4
"Agriculture, sylviculture et p&#234;che",022018,44,067,2
"Agriculture, sylviculture et p&#234;che",022018,52,044,6
"Agriculture, sylviculture et p&#234;che",022018,52,049,6
"Agriculture, sylviculture et p&#234;che",022018,52,053,3
"Agriculture, sylviculture et p&#234;che",022018,52,085,5
"Agriculture, sylviculture et p&#234;che",022018,53,022,4
"Agriculture, sylviculture et p&#234;che",022018,53,029,8
"Agriculture, sylviculture et p&#234;che",022018,53,035,3
"Agriculture, sylviculture et p&#234;che",022018,53,056,3
"Agriculture, sylviculture et p&#234;che",022018,75,016,1
"Agriculture, sylviculture et p&#234;che",022018,75,017,6
"Agriculture, sylviculture et p&#234;che",022018,75,019,1
"Agriculture, sylviculture et p&#234;che",022018,75,024,3
"Agriculture, sylviculture et p&#234;che",022018,75,033,9
"Agriculture, sylviculture et p&#234;che",022018,75,040,3
"Agriculture, sylviculture et p&#234;che",022018,75,047,7
"Agriculture, sylviculture et p&#234;che",022018,75,064,3
"Agriculture, sylviculture et p&#234;che",022018,75,079,3
"Agriculture, sylviculture et p&#234;che",022018,75,086,4
"Agriculture, sylviculture et p&#234;che",022018,75,087,2
"Agriculture, sylviculture et p&#234;che",022018,76,009,1
"Agriculture, sylviculture et p&#234;che",022018,76,011,4
